SampleID,HmGene,Chr,Start,HPVType,HPVStart,HPVGene,Support,Split,HmStrand,HPVStrand,Source,annot,from,SampleID_HPV,SampleID_HmGene,sample_chr_start,total_read,HmGene_chr_start_annot,unique_ID
GS18039T,CAMK2D,chr4,113834580,HPV33,3350,"E2,E4",0,11,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18039T_HPV33,GS18039T_CAMK2D,GS18039T_chr4_113834580,11,CAMK2D_chr4_113834580_enhancer_or_nearest_TSS_HPV33_3350,GS18039T_CAMK2D_chr4_113834580_HPV33_3350
TCGA-P3-A5Q5-01A,MAML3,chr4,139807086,HPV16,2974,E2,58,20,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-P3-A5Q5-01A_HPV16,TCGA-P3-A5Q5-01A_MAML3,TCGA-P3-A5Q5-01A_chr4_139807086,78,MAML3_chr4_139807086_enhancer_or_nearest_TSS_HPV16_2974,TCGA-P3-A5Q5-01A_MAML3_chr4_139807086_HPV16_2974
TCGA-P3-A5Q5-01A,SETD7,chr4,139807086,HPV16,2974,E2,58,20,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-P3-A5Q5-01A_HPV16,TCGA-P3-A5Q5-01A_SETD7,TCGA-P3-A5Q5-01A_chr4_139807086,78,SETD7_chr4_139807086_enhancer_or_nearest_TSS_HPV16_2974,TCGA-P3-A5Q5-01A_SETD7_chr4_139807086_HPV16_2974
GS18048T,GATB,chr4,151549488,HPV33,895,E1,32,16,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18048T_HPV33,GS18048T_GATB,GS18048T_chr4_151549488,48,GATB_chr4_151549488_enhancer_or_nearest_TSS_HPV33_895,GS18048T_GATB_chr4_151549488_HPV33_895
GS18029T,RAPGEF2,chr4,159935296,HPV16,7842,"",0,7,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18029T_HPV16,GS18029T_RAPGEF2,GS18029T_chr4_159935296,7,RAPGEF2_chr4_159935296_enhancer_or_nearest_TSS_HPV16_7842,GS18029T_RAPGEF2_chr4_159935296_HPV16_7842
GS18028T,TENM3,chr4,182783722,HPV16,3036,E2,1,3,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_TENM3,GS18028T_chr4_182783722,4,TENM3_chr4_182783722_enhancer_or_nearest_TSS_HPV16_3036,GS18028T_TENM3_chr4_182783722_HPV16_3036
GS18028T,DCTD,chr4,182816744,HPV16,7485,"",376,492,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_DCTD,GS18028T_chr4_182816744,868,DCTD_chr4_182816744_enhancer_or_nearest_TSS_HPV16_7485,GS18028T_DCTD_chr4_182816744_HPV16_7485
GS18028T,DCTD,chr4,182841908,HPV16,4009,E5,3,15,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_DCTD,GS18028T_chr4_182841908,18,DCTD_chr4_182841908_enhancer_or_nearest_TSS_HPV16_4009,GS18028T_DCTD_chr4_182841908_HPV16_4009
GS18010T,TPPP,chr5,742972,HPV16,2775,"E1,E2",1,2,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18010T_HPV16,GS18010T_TPPP,GS18010T_chr5_742972,3,TPPP_chr5_742972_enhancer_or_nearest_TSS_HPV16_2775,GS18010T_TPPP_chr5_742972_HPV16_2775
TCGA-CV-5971-01A,EDIL3,chr5,85324229,HPV16,2059,E1,25,2,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-5971-01A_HPV16,TCGA-CV-5971-01A_EDIL3,TCGA-CV-5971-01A_chr5_85324229,27,EDIL3_chr5_85324229_enhancer_or_nearest_TSS_HPV16_2059,TCGA-CV-5971-01A_EDIL3_chr5_85324229_HPV16_2059
TCGA-HD-A634-01A,SLCO4C1,chr5,102227043,HPV16,4220,"",0,43,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-HD-A634-01A_HPV16,TCGA-HD-A634-01A_SLCO4C1,TCGA-HD-A634-01A_chr5_102227043,43,SLCO4C1_chr5_102227043_enhancer_or_nearest_TSS_HPV16_4220,TCGA-HD-A634-01A_SLCO4C1_chr5_102227043_HPV16_4220
GS18068T,SSR1,chr6,7264400,HPV16,2656,E1,88,113,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18068T_HPV16,GS18068T_SSR1,GS18068T_chr6_7264400,201,SSR1_chr6_7264400_enhancer_or_nearest_TSS_HPV16_2656,GS18068T_SSR1_chr6_7264400_HPV16_2656
GS18087T,MYO6,chr6,75851486,HPV16,3172,E2,338,179,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18087T_HPV16,GS18087T_MYO6,GS18087T_chr6_75851486,517,MYO6_chr6_75851486_enhancer_or_nearest_TSS_HPV16_3172,GS18087T_MYO6_chr6_75851486_HPV16_3172
GS18087T,MYO6,chr6,75851909,HPV16,4901,L2,17,18,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18087T_HPV16,GS18087T_MYO6,GS18087T_chr6_75851909,35,MYO6_chr6_75851909_enhancer_or_nearest_TSS_HPV16_4901,GS18087T_MYO6_chr6_75851909_HPV16_4901
GS18026T,TAB2,chr6,149118491,HPV16,2071,E1,1,4,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18026T_HPV16,GS18026T_TAB2,GS18026T_chr6_149118491,5,TAB2_chr6_149118491_enhancer_or_nearest_TSS_HPV16_2071,GS18026T_TAB2_chr6_149118491_HPV16_2071
TCGA-CV-6939-01A,MIR591,chr7,96153917,HPV33,3252,E2,41,2,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_MIR591,TCGA-CV-6939-01A_chr7_96153917,43,MIR591_chr7_96153917_enhancer_or_nearest_TSS_HPV33_3252,TCGA-CV-6939-01A_MIR591_chr7_96153917_HPV33_3252
TCGA-CV-6939-01A,SEM1,chr7,96622644,HPV33,895,E1,69,22,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96622644,91,SEM1_chr7_96622644_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-6939-01A_SEM1_chr7_96622644_HPV33_895
TCGA-CV-6939-01A,SEM1,chr7,96645937,HPV33,895,E1,147,13,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96645937,160,SEM1_chr7_96645937_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-6939-01A_SEM1_chr7_96645937_HPV33_895
TCGA-CV-6939-01A,SEM1,chr7,96650520,HPV33,895,E1,33,6,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96650520,39,SEM1_chr7_96650520_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-6939-01A_SEM1_chr7_96650520_HPV33_895
TCGA-CV-6939-01A,SEM1,chr7,96653216,HPV33,895,E1,25,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96653216,28,SEM1_chr7_96653216_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-6939-01A_SEM1_chr7_96653216_HPV33_895
TCGA-CV-6939-01A,SEM1,chr7,96656586,HPV33,895,E1,19,6,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96656586,25,SEM1_chr7_96656586_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-6939-01A_SEM1_chr7_96656586_HPV33_895
GS18035T,GALNT11,chr7,152107202,HPV16,5908,L1,34,26,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18035T_HPV16,GS18035T_GALNT11,GS18035T_chr7_152107202,60,GALNT11_chr7_152107202_enhancer_or_nearest_TSS_HPV16_5908,GS18035T_GALNT11_chr7_152107202_HPV16_5908
GS18069T,POU5F1B,chr8,127323161,HPV16,875,E1,1,4,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18069T_HPV16,GS18069T_POU5F1B,GS18069T_chr8_127323161,5,POU5F1B_chr8_127323161_enhancer_or_nearest_TSS_HPV16_875,GS18069T_POU5F1B_chr8_127323161_HPV16_875
GS18069T,POU5F1B,chr8,127372396,HPV16,1943,E1,47,10,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18069T_HPV16,GS18069T_POU5F1B,GS18069T_chr8_127372396,57,POU5F1B_chr8_127372396_enhancer_or_nearest_TSS_HPV16_1943,GS18069T_POU5F1B_chr8_127372396_HPV16_1943
GS18069T,POU5F1B,chr8,127406440,HPV16,1953,E1,7,5,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18069T_HPV16,GS18069T_POU5F1B,GS18069T_chr8_127406440,12,POU5F1B_chr8_127406440_enhancer_or_nearest_TSS_HPV16_1953,GS18069T_POU5F1B_chr8_127406440_HPV16_1953
GS18074T,PVT1,chr8,127781421,HPV16,1806,E1,12,14,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18074T_HPV16,GS18074T_PVT1,GS18074T_chr8_127781421,26,PVT1_chr8_127781421_enhancer_or_nearest_TSS_HPV16_1806,GS18074T_PVT1_chr8_127781421_HPV16_1806
TCGA-BB-7866-01A,PVT1,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127855320,9,PVT1_chr8_127855320_enhancer_or_nearest_TSS_HPV16_578,TCGA-BB-7866-01A_PVT1_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,MIR1204,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127855320,9,MIR1204_chr8_127855320_enhancer_or_nearest_TSS_HPV16_578,TCGA-BB-7866-01A_MIR1204_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,MYC,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127855320,9,MYC_chr8_127855320_enhancer_or_nearest_TSS_HPV16_578,TCGA-BB-7866-01A_MYC_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,CASC8,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_CASC8,TCGA-BB-7866-01A_chr8_127855320,9,CASC8_chr8_127855320_enhancer_or_nearest_TSS_HPV16_578,TCGA-BB-7866-01A_CASC8_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,PVT1,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127856754,2396,PVT1_chr8_127856754_enhancer_or_nearest_TSS_HPV16_3820,TCGA-BB-7866-01A_PVT1_chr8_127856754_HPV16_3820
GS18051T,PVT1,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18051T_HPV16,GS18051T_PVT1,GS18051T_chr8_127861019,265,PVT1_chr8_127861019_enhancer_or_nearest_TSS_HPV16_2663,GS18051T_PVT1_chr8_127861019_HPV16_2663
TCGA-BB-7866-01A,MIR1205,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127928291,263,MIR1205_chr8_127928291_enhancer_or_nearest_TSS_HPV16_3727,TCGA-BB-7866-01A_MIR1205_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,MIR1204,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127929896,195,MIR1204_chr8_127929896_enhancer_or_nearest_TSS_HPV16_4218,TCGA-BB-7866-01A_MIR1204_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,MIR1205,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127932052,98,MIR1205_chr8_127932052_enhancer_or_nearest_TSS_HPV16_3633,TCGA-BB-7866-01A_MIR1205_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,MIR1205,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127932558,4,MIR1205_chr8_127932558_enhancer_or_nearest_TSS_HPV16_3634,TCGA-BB-7866-01A_MIR1205_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,MIR1205,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127948610,9,MIR1205_chr8_127948610_enhancer_or_nearest_TSS_HPV16_969,TCGA-BB-7866-01A_MIR1205_chr8_127948610_HPV16_969
GS18047T,RLN1,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18047T_HPV16,GS18047T_RLN1,GS18047T_chr9_5349397,7,RLN1_chr9_5349397_enhancer_or_nearest_TSS_HPV16_3078,GS18047T_RLN1_chr9_5349397_HPV16_3078
15916,PLGRKT,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15916_HPV16,15916_PLGRKT,15916_chr9_5399904,4,PLGRKT_chr9_5399904_enhancer_or_nearest_TSS_HPV16_4719,15916_PLGRKT_chr9_5399904_HPV16_4719
GS18047T,PLGRKT,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18047T_HPV16,GS18047T_PLGRKT,GS18047T_chr9_5418105,6,PLGRKT_chr9_5418105_enhancer_or_nearest_TSS_HPV16_432,GS18047T_PLGRKT_chr9_5418105_HPV16_432
TCGA-CV-5443-01A,CD274,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_CD274,TCGA-CV-5443-01A_chr9_5464508,22,CD274_chr9_5464508_enhancer_or_nearest_TSS_HPV16_6761,TCGA-CV-5443-01A_CD274_chr9_5464508_HPV16_6761
TCGA-HL-7533-01A,RIC1,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_RIC1,TCGA-HL-7533-01A_chr9_5578120,250,RIC1_chr9_5578120_enhancer_or_nearest_TSS_HPV16_3951,TCGA-HL-7533-01A_RIC1_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,RIC1,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_RIC1,TCGA-HL-7533-01A_chr9_5578450,39,RIC1_chr9_5578450_enhancer_or_nearest_TSS_HPV16_2609,TCGA-HL-7533-01A_RIC1_chr9_5578450_HPV16_2609
GS18019T,SPATA31D1,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18019T_HPV16,GS18019T_SPATA31D1,GS18019T_chr9_82339350,15,SPATA31D1_chr9_82339350_enhancer_or_nearest_TSS_HPV16_2300,GS18019T_SPATA31D1_chr9_82339350_HPV16_2300
130-MCDM-4,FOXE1,chr9,97852875,HPV16,685,E7,60,62,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,130-MCDM-4_HPV16,130-MCDM-4_FOXE1,130-MCDM-4_chr9_97852875,122,FOXE1_chr9_97852875_enhancer_or_nearest_TSS_HPV16_685,130-MCDM-4_FOXE1_chr9_97852875_HPV16_685
TCGA-BA-A4IH-01A,STX17,chr9,99952156,HPV16,1453,E1,190,7,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BA-A4IH-01A_HPV16,TCGA-BA-A4IH-01A_STX17,TCGA-BA-A4IH-01A_chr9_99952156,197,STX17_chr9_99952156_enhancer_or_nearest_TSS_HPV16_1453,TCGA-BA-A4IH-01A_STX17_chr9_99952156_HPV16_1453
TCGA-BA-A4IH-01A,TEX10,chr9,100321003,HPV16,6064,L1,524,17,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BA-A4IH-01A_HPV16,TCGA-BA-A4IH-01A_TEX10,TCGA-BA-A4IH-01A_chr9_100321003,541,TEX10_chr9_100321003_enhancer_or_nearest_TSS_HPV16_6064,TCGA-BA-A4IH-01A_TEX10_chr9_100321003_HPV16_6064
TCGA-CV-7406-01A,KLF4,chr9,107754065,HPV16,1953,E1,20,3,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-7406-01A_HPV16,TCGA-CV-7406-01A_KLF4,TCGA-CV-7406-01A_chr9_107754065,23,KLF4_chr9_107754065_enhancer_or_nearest_TSS_HPV16_1953,TCGA-CV-7406-01A_KLF4_chr9_107754065_HPV16_1953
TCGA-CR-7368-01A,ACTL7B,chr9,108474703,HPV16,1229,E1,495,54,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-7368-01A_HPV16,TCGA-CR-7368-01A_ACTL7B,TCGA-CR-7368-01A_chr9_108474703,549,ACTL7B_chr9_108474703_enhancer_or_nearest_TSS_HPV16_1229,TCGA-CR-7368-01A_ACTL7B_chr9_108474703_HPV16_1229
GS18062T,IER5L,chr9,129177372,HPV16,2462,E1,11,21,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18062T_HPV16,GS18062T_IER5L,GS18062T_chr9_129177372,32,IER5L_chr9_129177372_enhancer_or_nearest_TSS_HPV16_2462,GS18062T_IER5L_chr9_129177372_HPV16_2462
GS18062T,IER5L,chr9,129178204,HPV16,1022,E1,28,5,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18062T_HPV16,GS18062T_IER5L,GS18062T_chr9_129178204,33,IER5L_chr9_129178204_enhancer_or_nearest_TSS_HPV16_1022,GS18062T_IER5L_chr9_129178204_HPV16_1022
GS18028T,AKR1E2,chr10,4791709,HPV16,2355,E1,22,50,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_AKR1E2,GS18028T_chr10_4791709,72,AKR1E2_chr10_4791709_enhancer_or_nearest_TSS_HPV16_2355,GS18028T_AKR1E2_chr10_4791709_HPV16_2355
TCGA-BA-5559-01A,ADK,chr10,74413897,HPV16,2567,E1,0,8,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-BA-5559-01A_HPV16,TCGA-BA-5559-01A_ADK,TCGA-BA-5559-01A_chr10_74413897,8,ADK_chr10_74413897_enhancer_or_nearest_TSS_HPV16_2567,TCGA-BA-5559-01A_ADK_chr10_74413897_HPV16_2567
TCGA-CR-6471-01A,TEAD1,chr11,12876146,HPV33,895,E1,8734,2333,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-6471-01A_HPV33,TCGA-CR-6471-01A_TEAD1,TCGA-CR-6471-01A_chr11_12876146,11067,TEAD1_chr11_12876146_enhancer_or_nearest_TSS_HPV33_895,TCGA-CR-6471-01A_TEAD1_chr11_12876146_HPV33_895
TCGA-CR-6471-01A,TEAD1,chr11,12876149,HPV33,2388,E1,40,9,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-6471-01A_HPV33,TCGA-CR-6471-01A_TEAD1,TCGA-CR-6471-01A_chr11_12876149,49,TEAD1_chr11_12876149_enhancer_or_nearest_TSS_HPV33_2388,TCGA-CR-6471-01A_TEAD1_chr11_12876149_HPV33_2388
TCGA-CN-A49C-01A,NADSYN1,chr11,71469800,HPV16,6641,L1,17,2,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CN-A49C-01A_HPV16,TCGA-CN-A49C-01A_NADSYN1,TCGA-CN-A49C-01A_chr11_71469800,19,NADSYN1_chr11_71469800_enhancer_or_nearest_TSS_HPV16_6641,TCGA-CN-A49C-01A_NADSYN1_chr11_71469800_HPV16_6641
TCGA-CN-A49C-01A,C2CD3,chr11,74050838,HPV16,6769,L1,14,4,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,TCGA-CN-A49C-01A_HPV16,TCGA-CN-A49C-01A_C2CD3,TCGA-CN-A49C-01A_chr11_74050838,18,C2CD3_chr11_74050838_enhancer_or_nearest_TSS_HPV16_6769,TCGA-CN-A49C-01A_C2CD3_chr11_74050838_HPV16_6769
GS18088T,MTMR2,chr11,96112241,HPV16,2735,E1,63,45,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18088T_HPV16,GS18088T_MTMR2,GS18088T_chr11_96112241,108,MTMR2_chr11_96112241_enhancer_or_nearest_TSS_HPV16_2735,GS18088T_MTMR2_chr11_96112241_HPV16_2735
GS18088T,MTMR2,chr11,96112247,HPV16,2900,E2,86,80,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18088T_HPV16,GS18088T_MTMR2,GS18088T_chr11_96112247,166,MTMR2_chr11_96112247_enhancer_or_nearest_TSS_HPV16_2900,GS18088T_MTMR2_chr11_96112247_HPV16_2900
15914,BIRC3,chr11,102310784,HPV16,4963,L2,3,27,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102310784,30,BIRC3_chr11_102310784_enhancer_or_nearest_TSS_HPV16_4963,15914_BIRC3_chr11_102310784_HPV16_4963
15914,BIRC3,chr11,102311411,HPV16,625,E7,0,2,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102311411,2,BIRC3_chr11_102311411_enhancer_or_nearest_TSS_HPV16_625,15914_BIRC3_chr11_102311411_HPV16_625
15914,BIRC3,chr11,102313592,HPV16,7764,"",0,9,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102313592,9,BIRC3_chr11_102313592_enhancer_or_nearest_TSS_HPV16_7764,15914_BIRC3_chr11_102313592_HPV16_7764
15914,BIRC3,chr11,102321666,HPV16,1565,E1,16,201,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102321666,217,BIRC3_chr11_102321666_enhancer_or_nearest_TSS_HPV16_1565,15914_BIRC3_chr11_102321666_HPV16_1565
15914,BIRC3,chr11,102322646,HPV16,578,E7,2,8,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102322646,10,BIRC3_chr11_102322646_enhancer_or_nearest_TSS_HPV16_578,15914_BIRC3_chr11_102322646_HPV16_578
15914,BIRC3,chr11,102323039,HPV16,7513,"",2,6,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102323039,8,BIRC3_chr11_102323039_enhancer_or_nearest_TSS_HPV16_7513,15914_BIRC3_chr11_102323039_HPV16_7513
15914,BIRC3,chr11,102323489,HPV16,3089,E2,10,86,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102323489,96,BIRC3_chr11_102323489_enhancer_or_nearest_TSS_HPV16_3089,15914_BIRC3_chr11_102323489_HPV16_3089
15914,BIRC3,chr11,102323981,HPV16,7450,"",1,5,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102323981,6,BIRC3_chr11_102323981_enhancer_or_nearest_TSS_HPV16_7450,15914_BIRC3_chr11_102323981_HPV16_7450
15914,BIRC3,chr11,102324738,HPV16,7716,"",0,4,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102324738,4,BIRC3_chr11_102324738_enhancer_or_nearest_TSS_HPV16_7716,15914_BIRC3_chr11_102324738_HPV16_7716
15914,BIRC3,chr11,102324923,HPV16,2023,E1,0,6,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102324923,6,BIRC3_chr11_102324923_enhancer_or_nearest_TSS_HPV16_2023,15914_BIRC3_chr11_102324923_HPV16_2023
15914,BIRC3,chr11,102324971,HPV16,2959,E2,4,3,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102324971,7,BIRC3_chr11_102324971_enhancer_or_nearest_TSS_HPV16_2959,15914_BIRC3_chr11_102324971_HPV16_2959
15914,BIRC3,chr11,102324992,HPV16,1959,E1,1,6,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102324992,7,BIRC3_chr11_102324992_enhancer_or_nearest_TSS_HPV16_1959,15914_BIRC3_chr11_102324992_HPV16_1959
15914,BIRC3,chr11,102330272,HPV16,7741,"",2,2,+,-,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102330272,4,BIRC3_chr11_102330272_enhancer_or_nearest_TSS_HPV16_7741,15914_BIRC3_chr11_102330272_HPV16_7741
15914,BIRC2,chr11,102336346,HPV16,7167,"",1466,1598,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC2,15914_chr11_102336346,3064,BIRC2_chr11_102336346_enhancer_or_nearest_TSS_HPV16_7167,15914_BIRC2_chr11_102336346_HPV16_7167
GS18078T,POU2AF1,chr11,111442553,HPV16,2168,E1,0,2,+,+,CTAT_VIF,enhancer_or_nearest_TSS,chipenrich,GS18078T_HPV16,GS18078T_POU2AF1,GS18078T_chr11_111442553,2,POU2AF1_chr11_111442553_enhancer_or_nearest_TSS_HPV16_2168,GS18078T_POU2AF1_chr11_111442553_HPV16_2168
